"query_id","user","type","target","signal_time"
"u16282_0_1","u16282","query","Webcam","2019-09-23 13:11:31.1113"
"u16283_0_1","u16283","query","epic touch 4g","2019-12-26 17:31:52.0544"
"u16284_0_1","u16284","query","lcd tv","2020-03-04 16:38:21.0300"
"u16285_0_1","u16285","query","in dash dvd player","2019-10-03 06:58:41.0590"
"u16286_0_1","u16286","query","Ipad","2019-11-21 06:26:45.4871"
"u16287_0_1","u16287","query","gamepad","2020-05-22 02:07:05.7758"
"u16288_0_1","u16288","query","Hp tablet","2019-07-17 06:41:51.8704"
"u16289_0_1","u16289","query","beats by dre","2019-07-08 10:59:19.6941"
"u16290_0_1","u16290","query","iconia","2019-07-01 20:07:36.3922"
"u16291_0_1","u16291","query","ghost recon","2020-05-07 11:17:34.2729"
"u16292_0_1","u16292","query","blink 182","2020-01-06 22:25:17.0145"
"u16294_0_1","u16294","query","Toasters","2019-12-22 19:34:13.3273"
"u16296_0_1","u16296","query","toaster oven","2020-05-07 15:49:47.2947"
"u16298_0_1","u16298","query","power supply","2019-12-14 09:46:36.1623"
"u16299_0_1","u16299","query","LG washer and dryer","2020-04-01 02:43:09.7615"
"u16300_0_1","u16300","query","wireless headphones","2020-04-10 12:04:49.5263"
"u16301_0_1","u16301","query","i pod","2020-04-10 06:06:07.2032"
"u16302_0_1","u16302","query","printer","2020-02-28 09:23:17.7988"
"u16303_0_1","u16303","query","wii games","2020-04-10 08:15:53.4054"
"u16304_0_1","u16304","query","gps","2019-08-08 19:23:46.4123"
"u16305_0_1","u16305","query","ico","2020-03-12 07:07:28.9069"
"u16306_0_1","u16306","query","web cam","2019-10-29 07:27:38.6716"
"u16307_0_1","u16307","query","flash","2019-12-19 19:15:28.6331"
"u16308_0_1","u16308","query","Mw3","2020-04-28 22:24:31.3901"
"u16309_0_1","u16309","query","shadowrun","2020-01-27 22:17:48.0886"
"u16310_0_1","u16310","query","Sirius radio","2020-02-23 13:32:07.4031"
"u16311_0_1","u16311","query","Apple","2019-06-09 00:23:54.4428"
"u16312_0_1","u16312","query","HTC flyer","2020-02-09 13:00:07.8444"
"u16313_0_1","u16313","query","Mac book pro","2019-06-09 09:31:52.0191"
"u16314_0_1","u16314","query","60 inch tv","2019-10-16 18:24:28.8344"
"u16315_0_1","u16315","query","scrubs","2020-05-07 11:28:53.8779"
"u16316_0_1","u16316","query","hp laptop","2019-12-04 08:54:07.2744"
"u16317_0_1","u16317","query","Dell computer","2019-09-07 02:24:39.6762"
"u16320_0_1","u16320","query","Subwoofer","2019-12-06 03:24:26.4006"
"u16322_0_1","u16322","query","projector screen","2020-05-07 04:27:24.4732"
"u16323_0_1","u16323","query","cd cases","2020-05-07 13:40:55.1009"
"u16324_0_1","u16324","query","iPhone 4s","2020-02-28 11:16:51.8509"
"u16325_0_1","u16325","query","Nexus S","2020-03-04 10:19:32.5207"
"u16326_0_1","u16326","query","sims","2020-04-10 09:42:49.7108"
"u16327_0_1","u16327","query","alpine","2020-04-10 05:55:19.1031"
"u16328_0_1","u16328","query","Bluetooth headsets","2019-08-18 21:38:01.0576"
"u16329_0_1","u16329","query","Xbox 360 console","2020-05-18 23:45:01.9392"
"u16330_0_1","u16330","query","modem","2019-09-27 20:59:12.3046"
"u16332_0_1","u16332","query","Incase","2020-03-20 17:25:51.3568"
"u16333_0_1","u16333","query","lion king","2020-02-01 14:45:14.5969"
"u16334_0_1","u16334","query","Lion king","2019-07-04 22:59:31.5053"
"u16335_0_1","u16335","query","Benhur","2020-04-04 11:56:39.9097"
"u16335_1_3","u16335","query","3674224","2020-04-23 00:12:10.8464"
"u16336_0_1","u16336","query","2712579","2019-09-09 22:08:20.3221"
"u16336_1_2","u16336","query","2712579","2019-11-02 14:29:07.4368"
"u16337_0_1","u16337","query","alpine","2019-11-08 11:53:01.0875"
"u16337_1_2","u16337","query","ipad","2020-01-01 10:15:44.0551"
"u16339_0_1","u16339","query","Tv antenna","2020-02-19 07:57:52.9461"
"u16341_0_1","u16341","query","wrt54g","2020-05-07 09:50:51.4696"
"u16342_0_1","u16342","query","Captain America","2020-05-05 01:05:15.4201"
"u16344_0_1","u16344","query","MacBook","2019-11-07 19:10:20.2986"
"u16345_0_1","u16345","query","skull candy","2019-10-26 05:50:03.7471"
"u16346_0_1","u16346","query","Sony shelf","2020-02-19 20:38:29.9924"
"u16347_0_1","u16347","query","Speaker boxes","2019-06-09 06:19:23.2360"
"u16348_0_1","u16348","query","refrigerators","2020-04-10 11:24:10.1496"
"u16349_0_1","u16349","query","printer","2019-12-06 00:45:24.9274"
"u16350_0_1","u16350","query","IPhone 32gb","2019-06-04 18:32:11.3238"
"u16351_0_1","u16351","query","hp printers","2020-05-07 15:11:27.4396"
"u16352_0_1","u16352","query","mac notebook","2019-06-09 04:17:07.1033"
"u16353_0_1","u16353","query","Projector","2020-02-27 17:26:44.9374"
"u16354_0_1","u16354","query","Calculator","2019-10-02 13:49:31.5249"
"u16355_0_1","u16355","query","surge protector","2020-02-11 19:49:32.3175"
"u16356_0_1","u16356","query","bluetooth","2020-01-27 23:39:33.8460"
"u16357_0_1","u16357","query","Camcorders","2020-02-03 06:41:33.7964"
"u16358_0_1","u16358","query","samsung tab","2020-02-11 06:53:46.1308"
"u16359_0_1","u16359","query","hdtv antenna","2019-09-28 21:55:05.1625"
"u16362_0_1","u16362","query","verizon","2020-04-10 05:31:23.3815"
"u16363_0_2","u16363","query","Adam lambert","2019-09-14 11:09:38.9208"
"u16364_0_1","u16364","query","xm radio","2020-05-07 10:56:02.5735"
"u16365_0_1","u16365","query","dslr camera","2020-05-03 05:40:28.7895"
"u16367_0_1","u16367","query","prepaid phone","2019-12-13 19:58:23.9898"
"u16368_0_1","u16368","query","hp","2019-07-11 01:55:42.6785"
"u16369_0_1","u16369","query","Otter box","2020-03-31 23:59:11.2425"
"u16370_0_1","u16370","query","Alpine","2019-11-16 16:20:42.7887"
"u16370_1_2","u16370","query","Xbox360","2019-12-26 18:30:54.1013"
"u16371_0_1","u16371","query","magellan","2020-04-10 12:15:19.6235"
"u16372_0_1","u16372","query","Mac","2019-08-24 12:37:32.5917"
"u16373_0_1","u16373","query","sonos","2020-05-02 19:22:50.0676"
"u16374_0_1","u16374","query","Samsung washer","2019-09-15 15:07:39.4659"
"u16375_0_1","u16375","query","panasonic plasma","2020-05-07 01:45:45.4756"
"u16377_0_1","u16377","query","Phones","2019-09-06 23:20:25.9695"
"u16378_0_1","u16378","query","Acer","2019-07-13 17:30:12.0159"
"u16379_0_1","u16379","query","Playbook","2020-02-26 16:12:56.4134"
"u16379_0_2","u16379","query","Virgin mobile","2020-02-26 17:04:41.8929"
"u16381_0_1","u16381","query","mini dv","2019-09-07 03:44:10.4128"
"u16381_0_2","u16381","query","cd recorder","2019-09-07 08:29:44.5583"
"u16381_0_3","u16381","query","microphone","2019-09-07 08:35:44.6139"
"u16381_1_4","u16381","query","sling box","2020-02-11 18:18:55.4781"
"u16381_2_5","u16381","query","mic","2020-04-10 07:16:33.3557"
"u16381_3_6","u16381","query","power supply","2020-05-07 04:57:24.7511"
"u16381_4_7","u16381","query","dvd drive","2020-05-07 12:28:54.4338"
"u16382_0_1","u16382","query","iPad","2020-03-13 10:44:06.7539"
"u16383_0_1","u16383","query","LG","2019-06-12 06:43:31.9801"
"u16384_0_1","u16384","query","Printers","2019-09-25 01:54:41.0214"
"u16385_0_1","u16385","query","jyj","2020-01-07 00:25:58.6326"
"u16386_0_1","u16386","query","Digital photo frame","2019-08-18 20:36:39.4892"
"u16387_0_1","u16387","query","Mumford and sons","2019-12-01 19:14:19.4995"
"u16388_0_1","u16388","query","atx power supply","2020-05-27 10:22:14.0636"
"u16389_0_1","u16389","query","outdoor speaker","2020-05-07 09:59:06.5461"
"u16390_0_1","u16390","query","karoke machine","2019-12-18 10:45:10.5655"
"u16391_0_1","u16391","query","Computers","2020-04-09 19:40:26.9070"
"u16393_0_1","u16393","query","iphone 4s case","2020-04-13 18:37:43.6866"
"u16394_0_1","u16394","query","sandisk","2020-02-11 22:09:17.1121"
"u16395_0_1","u16395","query","Bose","2020-02-24 20:30:18.6174"
"u16396_0_1","u16396","query","thor","2019-09-25 02:04:12.6097"
"u16397_0_1","u16397","query","Xbox 360 hard drive","2020-03-22 03:33:26.8257"
"u16398_0_1","u16398","query","iPhone 4 case","2019-10-26 00:33:12.8118"
"u16400_0_1","u16400","query","Hp laptop","2019-06-07 06:29:17.6474"
"u16401_0_1","u16401","query","power acoustik","2020-01-11 04:33:34.7870"
"u16402_0_1","u16402","query","pc","2020-04-17 14:23:52.6956"
"u16403_0_1","u16403","query","lcd tv","2020-03-01 08:15:19.8495"
"u16404_0_1","u16404","query","verbatim","2019-12-06 05:14:28.9200"
"u16404_1_2","u16404","query","usb hard drive","2020-04-10 08:42:26.6514"
"u16404_2_3","u16404","query","usb cable","2020-05-07 07:17:45.5513"
"u16404_2_4","u16404","query","radio","2020-05-07 07:29:59.1646"
"u16404_3_5","u16404","query","washers","2020-05-07 15:07:01.8986"
"u16405_0_1","u16405","query","Power beats","2019-12-06 07:20:34.5882"
"u16406_0_1","u16406","query","blank dvd","2019-09-07 06:16:53.8276"
"u16406_1_2","u16406","query","dvi cable","2020-02-11 23:19:52.2661"
"u16406_2_3","u16406","query","paper shredder","2020-04-10 06:33:43.4589"
"u16406_2_4","u16406","query","rush","2020-04-10 06:40:28.5215"
"u16406_3_5","u16406","query","lumix","2020-04-10 11:40:40.3025"
"u16406_4_6","u16406","query","brad paisley","2020-05-07 05:18:15.9443"
"u16406_4_7","u16406","query","clock","2020-05-07 09:56:33.5224"
"u16406_5_8","u16406","query","sex and the city","2020-05-07 13:33:43.0342"
"u16406_5_9","u16406","query","coffee maker","2020-05-07 13:53:26.7169"
"u16407_0_1","u16407","query","computer memory","2020-04-10 11:36:14.7615"
"u16408_0_1","u16408","query","boost mobile","2019-08-14 16:11:39.1735"
"u16409_0_1","u16409","query","Keith urban","2019-10-12 23:32:29.3271"
"u16410_0_1","u16410","query","wild hogs","2020-05-07 14:11:17.8823"
"u16411_0_1","u16411","query","Apple tv","2020-04-17 10:27:44.5080"
"u16412_0_1","u16412","query","iPhone cases","2019-12-23 21:03:24.4937"
"u16412_1_2","u16412","query","iPhone 4s","2020-02-22 08:42:16.8779"
"u16413_0_2","u16413","query","Airport express","2020-02-01 12:59:51.1206"
"u16415_0_1","u16415","query","VGA","2020-02-22 16:21:43.6342"
"u16416_0_1","u16416","query","turntable","2020-02-28 13:20:56.0003"
"u16418_0_1","u16418","query","Double din","2020-04-23 12:50:19.3699"
"u16419_0_1","u16419","query","samsung","2020-05-07 22:50:58.6966"
"u16420_0_1","u16420","query","asus transformer","2020-05-07 00:51:04.4691"
"u16421_0_1","u16421","query","wii console","2020-04-10 10:57:00.8981"
"u16423_0_1","u16423","query","samsung labtop","2020-02-25 01:43:29.0186"
"u16424_0_1","u16424","query","Windows 7","2020-04-08 09:50:38.1028"
"u16425_0_1","u16425","query","iPod","2019-06-13 13:53:20.8021"
"u16426_0_1","u16426","query","iPod","2020-04-02 18:38:16.9499"
"u16427_0_1","u16427","query","sony vaio","2020-05-07 14:33:16.5859"
"u16428_0_1","u16428","query","Belkin n750","2020-04-09 21:37:54.9952"
"u16429_0_1","u16429","query","hp touch","2019-09-18 16:37:35.3195"
"u16432_0_1","u16432","query","Dazzle","2019-12-28 01:19:15.7246"
"u16433_0_1","u16433","query","anti virus","2020-05-07 01:43:43.9569"
"u16435_0_1","u16435","query","Captain america","2020-05-01 02:30:06.3455"
"u16436_0_1","u16436","query","kindle","2020-05-27 00:26:16.0425"
"u16437_0_1","u16437","query","washers","2020-04-10 10:23:38.0888"
"u16438_0_1","u16438","query","xbox","2020-02-11 15:50:15.1008"
"u16439_0_1","u16439","query","Garmin","2019-07-22 01:54:46.9117"
"u16440_0_1","u16440","query","Hp beats","2020-02-13 23:25:47.5012"
"u16442_0_1","u16442","query","hp tablet","2019-09-06 08:11:04.0452"
"u16444_0_1","u16444","query","Dr. Dre headphone","2019-08-18 10:35:48.9230"
"u16445_0_1","u16445","query","xbox games","2020-05-07 08:00:12.9446"
"u16446_0_1","u16446","query","iPad","2019-11-21 05:23:44.9034"
"u16447_0_1","u16447","query","hd dvd","2020-05-07 08:28:52.2101"
"u16448_0_1","u16448","query","smart pen","2020-05-15 18:40:38.5989"
"u16449_0_1","u16449","query","Psp 3000","2019-10-07 13:56:51.7937"
"u16450_0_1","u16450","query","plextor","2020-05-07 15:16:10.9834"
"u16451_0_1","u16451","query","Turtle beach","2019-09-08 16:46:55.0043"
"u16452_0_1","u16452","query","intuos","2019-09-23 16:39:09.0348"
"u16454_0_1","u16454","query","Ps3 component cable","2019-12-15 09:33:41.8829"
"u16455_0_1","u16455","query","tape recorder","2020-05-07 15:23:59.0557"
"u16456_0_1","u16456","query","Projector","2020-05-02 12:04:50.5100"
"u16457_0_1","u16457","query","Sharp","2019-08-18 09:31:09.3240"
"u16458_0_1","u16458","query","uniden","2020-05-07 05:58:01.3126"
"u16459_0_1","u16459","query","Eye-fi","2019-11-28 18:41:06.1712"
"u16459_0_2","u16459","query","Pny","2019-11-28 18:51:09.2644"
"u16460_0_1","u16460","query","spaceballs","2019-06-12 10:36:08.6350"
"u16462_0_1","u16462","query","blu ray players","2019-12-22 13:52:41.6634"
"u16463_0_1","u16463","query","dual screen portable dvd player","2019-09-20 06:27:03.8440"
"u16464_0_1","u16464","query","xbox","2020-04-10 08:44:59.6750"
"u16465_0_1","u16465","query","photo frame","2020-04-10 09:17:10.4731"
"u16466_0_1","u16466","query","power cord","2020-05-07 15:10:24.4299"
"u16467_0_1","u16467","query","iPhone 4s case","2020-04-26 00:42:01.6434"
"u16468_0_1","u16468","query","calculators","2020-05-07 09:38:19.8536"
"u16469_0_1","u16469","query","tvs","2019-07-18 08:04:04.4722"
"u16470_0_1","u16470","query","Transformers","2020-01-14 14:22:56.2673"
"u16471_0_1","u16471","query","tomb raider","2020-04-10 09:53:06.3060"
"u16472_0_1","u16472","query","Dragon age origins","2020-01-18 09:34:21.4546"
"u16474_0_1","u16474","query","onstar","2020-05-13 03:59:33.7562"
"u16475_0_1","u16475","query","jill scott","2019-10-16 13:38:32.1854"
"u16476_0_1","u16476","query","Hp envy","2020-04-13 15:46:19.5987"
"u16478_0_1","u16478","query","Sony digital cameras","2019-12-01 13:52:09.0149"
"u16479_0_1","u16479","query","targus stylus","2019-12-23 23:23:36.2924"
"u16480_0_1","u16480","query","xmen first class","2019-08-24 18:41:16.4613"
"u16482_0_1","u16482","query","Laptop","2019-09-19 03:43:32.4889"
"u16483_0_1","u16483","query","Dragon age","2019-10-21 09:49:08.2611"
"u16484_0_1","u16484","query","Razer naga","2019-11-26 20:16:13.3721"
"u16485_0_1","u16485","query","computer speaker","2019-06-07 15:21:12.0750"
"u16486_0_1","u16486","query","karaoke","2020-03-19 08:47:49.7177"
"u16487_0_1","u16487","query","reba","2020-05-07 09:41:33.3834"
"u16488_0_1","u16488","query","camcorder","2020-03-13 05:06:29.1262"
"u16489_0_1","u16489","query","Car DVD players","2020-05-01 17:22:08.6093"
"u16490_0_1","u16490","query","red hot chili peppers","2019-08-23 01:40:40.1662"
"u16491_0_1","u16491","query","Lenovo","2020-01-18 17:59:33.6348"
"u16493_0_1","u16493","query","External harddrive","2019-07-27 03:07:18.2844"
"u16495_0_1","u16495","query","security camera","2020-02-11 20:53:44.9124"
"u16497_0_1","u16497","query","photo frame","2020-04-10 11:52:31.4123"
"u16498_0_1","u16498","query","surge protectors","2020-04-10 12:58:27.5231"
"u16499_0_1","u16499","query","Apple tv","2019-12-10 03:26:36.2813"
"u16500_0_1","u16500","query","Dev","2019-11-21 07:07:29.3645"
"u16501_0_1","u16501","query","Trade in","2019-07-23 23:33:04.7793"
"u16504_0_1","u16504","query","hp tablet","2019-07-18 09:40:00.8610"
"u16505_0_1","u16505","query","Lifeproof","2020-01-24 05:30:15.2342"
"u16506_0_1","u16506","query","laptop","2020-03-17 18:32:37.4549"
"u16507_0_1","u16507","query","att cell phone","2019-12-22 01:59:06.5527"
"u16508_0_1","u16508","query","Ti calculator","2019-06-09 19:13:39.4088"
"u16509_0_1","u16509","query","Madden 12","2019-08-25 06:50:18.7151"
"u16510_0_1","u16510","query","windows 7","2020-05-19 12:22:38.9578"
"u16511_0_1","u16511","query","dvd player","2019-06-22 20:15:52.9074"
"u16512_0_1","u16512","query","refurbished laptops","2020-04-04 21:26:40.6903"
"u16513_0_1","u16513","query","galaxy tab","2020-03-05 17:14:07.7016"
"u16514_0_1","u16514","query","hp notebook","2020-02-11 19:26:44.1063"
"u16515_0_1","u16515","query","Sansa mp3 player","2020-04-02 23:12:17.9884"
"u16516_0_1","u16516","query","Google tv","2020-05-22 18:30:29.8860"
"u16517_0_1","u16517","query","iPhone 3G cases","2020-03-21 08:35:31.2840"
"u16518_0_1","u16518","query","jay z and kanye west","2019-09-30 23:44:22.3552"
"u16521_0_1","u16521","query","Htc flyer","2020-02-08 14:36:44.8994"
"u16523_0_1","u16523","query","Diablo 2","2019-12-06 17:38:44.8149"
"u16524_0_1","u16524","query","Sony hx9","2019-11-11 05:39:22.6466"
"u16525_0_1","u16525","query","Karaoke","2019-09-07 08:49:10.2383"
"u16526_0_1","u16526","query","usb flash drive","2020-04-10 13:14:30.6718"
"u16527_0_1","u16527","query","star wars","2019-10-16 19:22:32.3722"
"u16528_0_1","u16528","query","Cod mw3","2019-10-22 18:56:02.6678"
"u16529_0_1","u16529","query","kindle fire","2020-02-01 12:45:22.4864"
"u16530_0_1","u16530","query","sony cybershot","2020-02-11 14:15:48.7259"
"u16531_0_1","u16531","query","Playstation 3","2019-06-26 00:41:38.3899"
"u16531_0_2","u16531","query","Samsung plasma","2019-06-26 01:18:28.2310"
"u16531_1_3","u16531","query","Sony tv","2019-09-01 07:00:38.6919"
"u16531_2_4","u16531","query","Star Wars","2019-11-18 03:41:35.4365"
"u16534_0_1","u16534","query","laptop cooler","2019-12-28 11:46:44.0375"
"u16535_0_1","u16535","query","memory stick pro duo","2020-04-10 08:42:13.1493"
"u16536_0_1","u16536","query","home audio speakers","2020-03-08 13:50:27.2794"
"u16537_0_1","u16537","query","Microsoft windows","2020-02-29 01:14:17.6088"
"u16538_0_1","u16538","query","Uncharted 3","2020-03-07 10:04:13.8993"
"u16539_0_1","u16539","query","Bridesmaids","2019-12-01 17:59:18.8046"
"u16540_0_1","u16540","query","Webcam","2019-11-12 13:37:02.9119"
"u16540_0_2","u16540","query","Usb cable","2019-11-12 14:10:12.2190"
"u16543_0_1","u16543","query","The Lion king","2020-02-13 07:33:58.1835"
"u16544_0_1","u16544","query","Ipads","2020-02-20 06:53:04.1858"
"u16545_0_1","u16545","query","lg revolution","2019-11-04 03:10:29.8862"
"u16546_0_1","u16546","query","john mayer","2020-05-07 10:14:11.1857"
"u16547_0_1","u16547","query","original soundtrack","2020-05-07 04:34:05.0350"
"u16548_0_1","u16548","query","demon souls","2020-04-01 08:39:28.0624"
"u16550_0_1","u16550","query","Keurig","2019-08-11 00:39:43.0196"
"u16551_0_1","u16551","query","roku","2020-04-14 10:00:13.2326"
"u16552_0_1","u16552","query","ipad","2019-07-16 02:36:12.2545"
"u16553_0_1","u16553","query","Touchpad","2019-07-18 03:32:58.9608"
"u16554_0_1","u16554","query","Headphones","2019-08-04 18:40:57.1550"
"u16555_0_1","u16555","query","garmin gps","2019-12-22 03:45:46.5409"
"u16557_0_1","u16557","query","portable speakers","2020-05-07 03:53:57.1632"
"u16558_0_1","u16558","query","dvd racks","2019-11-08 08:40:32.3043"
"u16559_0_1","u16559","query","ipod touch","2020-05-28 18:15:19.7865"
"u16560_0_1","u16560","query","pirates","2020-05-07 10:10:44.1538"
"u16561_0_1","u16561","query","hp","2019-06-01 12:08:57.7531"
"u16562_0_1","u16562","query","digital voice recorder","2020-02-11 23:06:58.1465"
"u16563_0_1","u16563","query","Arctic silver","2020-01-08 07:09:05.2071"
"u16565_0_1","u16565","query","Headrest DVD","2019-11-17 06:31:34.1710"
"u16566_0_1","u16566","query","yo gabba gabba","2019-12-14 09:51:19.7060"
"u16567_0_1","u16567","query","nook","2019-10-16 03:18:47.4441"
"u16568_0_1","u16568","query","hp tab","2019-09-06 13:23:51.9429"
"u16569_0_1","u16569","query","Digital camera","2019-11-15 12:51:53.0139"
"u16570_0_1","u16570","query","3547042","2020-01-18 01:53:06.6816"
"u16572_0_1","u16572","query","hp tablet","2019-07-28 11:35:34.8332"
"u16574_0_1","u16574","query","hp tablet","2019-07-18 06:48:50.2752"
"u16576_0_1","u16576","query","surge protectors","2020-02-11 23:20:23.7709"
"u16577_0_1","u16577","query","FIFA","2019-08-23 04:27:38.7131"
"u16578_0_1","u16578","query","Plasmas","2019-08-06 09:59:41.5064"
"u16579_0_1","u16579","query","ice maker","2020-04-10 11:11:29.5322"
"u16580_0_1","u16580","query","Michael Grimm","2019-10-02 19:52:25.8869"
"u16582_0_1","u16582","query","Virgin mobile","2020-05-16 02:23:09.8837"
"u16583_0_1","u16583","query","Photo shop","2020-01-12 20:45:12.1283"
"u16584_0_1","u16584","query","wine","2020-05-07 01:38:37.9096"
"u16586_0_1","u16586","query","Laptops","2020-03-18 15:28:19.0876"
"u16586_1_2","u16586","query","dell labtops","2020-03-27 05:36:22.6654"
"u16587_0_1","u16587","query","polk audio","2020-02-07 16:33:55.1447"
"u16588_0_1","u16588","query","avatar","2019-12-06 06:15:05.4815"
"u16589_0_1","u16589","query","iPod touch","2020-03-21 20:05:42.1778"
"u16590_0_1","u16590","query","linksys","2020-05-07 03:08:34.2428"
"u16591_0_1","u16591","query","entourage","2020-05-07 06:05:26.8814"
"u16592_0_1","u16592","query","dj headphones","2019-06-12 16:50:13.6005"
"u16593_0_1","u16593","query","IPhone 4 otterbox commuter","2020-03-17 15:57:43.5199"
"u16594_0_1","u16594","query","wireless mouse","2020-05-07 12:22:22.8733"
"u16595_0_1","u16595","query","droid x2","2019-12-18 11:58:36.7459"
"u16597_0_1","u16597","query","logitech","2019-09-10 11:13:24.5950"
"u16599_0_1","u16599","query","Mac mini","2019-12-04 15:50:26.1312"
"u16600_0_1","u16600","query","xbox 360 hard drive","2020-05-12 02:08:05.8834"
"u16601_0_1","u16601","query","Waterproof camera","2019-11-15 19:24:52.1546"
"u16602_0_1","u16602","query","asus","2020-01-23 10:59:15.4419"
"u16603_0_1","u16603","query","lcd tv","2020-04-01 00:13:53.3787"
"u16604_0_1","u16604","query","Wireless router","2019-12-04 11:19:47.6239"
"u16605_0_1","u16605","query","Car alarms","2019-08-22 22:34:20.4401"
"u16606_0_1","u16606","query","Samsung laptops","2019-08-28 06:57:57.3064"
"u16607_0_1","u16607","query","Beats headphones","2019-10-26 07:57:43.9298"
"u16608_0_1","u16608","query","powered subwoofer","2019-12-12 20:36:35.0034"
"u16610_0_1","u16610","query","nikon 1","2020-05-15 23:10:41.1005"
"u16611_0_1","u16611","query","treadmill","2020-04-10 08:00:57.7671"
"u16612_0_1","u16612","query","ipaq","2020-05-07 14:56:45.3034"
"u16613_0_1","u16613","query","wireless cable modem","2019-10-22 17:10:34.6907"
"u16616_0_1","u16616","query","Un46d7000","2020-03-31 10:23:57.6902"
"u16618_0_1","u16618","query","movies","2019-09-07 03:43:38.9079"
"u16618_0_2","u16618","query","disney","2019-09-07 08:26:17.5264"
"u16618_1_3","u16618","query","cd-r","2019-12-06 03:01:33.6886"
"u16618_2_4","u16618","query","wacom","2020-02-11 18:08:20.8801"
"u16618_3_5","u16618","query","babylon 5","2020-05-07 04:55:36.7345"
"u16621_0_1","u16621","query","three 6 mafia","2020-05-07 05:16:05.4242"
"u16623_0_1","u16623","query","iPad cover","2019-09-22 21:25:50.8506"
"u16624_0_1","u16624","query","dream theater","2020-05-07 12:05:07.7135"
"u16625_0_1","u16625","query","Logitech k800","2020-02-05 11:31:15.1604"
"u16626_0_1","u16626","query","Thor blu-ray","2019-10-08 20:49:11.9537"
"u16627_0_1","u16627","query","Dell i5","2019-06-16 10:33:57.4754"
"u16630_0_1","u16630","query","iPhone 4s","2020-03-07 17:54:06.2522"
"u16630_0_2","u16630","query","MacBook","2020-03-07 20:56:58.9464"
"u16631_0_1","u16631","query","treadmills","2020-02-11 14:24:44.3086"
"u16632_0_1","u16632","query","Xmen","2020-03-22 03:15:35.6603"
"u16635_0_1","u16635","query","Bluetooth radio","2020-02-13 06:03:57.3497"
"u16636_0_1","u16636","query","Rihanna","2019-07-20 05:33:22.2564"
"u16637_0_1","u16637","query","gps","2020-03-22 08:38:04.1478"
"u16638_0_1","u16638","query","Droid x","2019-09-24 10:53:38.6742"
"u16639_0_1","u16639","query","madden 2012","2019-09-24 08:22:56.7781"
"u16639_0_2","u16639","query","ps3 games","2019-09-24 12:35:30.6179"
"u16640_0_1","u16640","query","apple laptop","2019-08-29 07:01:55.6833"
"u16641_0_1","u16641","query","webcam","2020-05-07 11:00:23.6138"
"u16642_0_1","u16642","query","sony laptops","2020-05-17 01:42:12.3444"
"u16643_0_1","u16643","query","heatsink","2020-04-10 09:05:46.3675"
"u16644_0_1","u16644","query","Stylus","2019-10-06 22:39:50.7984"
"u16645_0_1","u16645","query","PSP","2020-04-16 18:42:31.2515"
"u16646_0_1","u16646","query","XM","2019-10-09 03:02:13.9095"
"u16648_0_1","u16648","query","the hills","2020-05-07 11:59:25.6607"
"u16649_0_1","u16649","query","Sony Viao","2020-02-09 09:56:12.1405"
"u16650_0_1","u16650","query","portable dvd players","2020-04-14 06:21:29.2062"
"u16651_0_1","u16651","query","car radios","2020-05-07 09:48:13.9453"
"u16653_0_1","u16653","query","sony laptop","2020-05-29 15:11:37.4248"
"u16654_0_1","u16654","query","Garmin","2020-05-28 08:44:06.9948"
"u16655_0_1","u16655","query","32 gb micro sd","2019-11-02 07:50:12.7413"
"u16656_0_1","u16656","query","tom tom","2020-05-07 08:29:41.7177"
"u16658_0_1","u16658","query","Lg washers","2019-09-23 09:44:15.6913"
"u16660_0_1","u16660","query","iPod hdmi","2019-10-02 14:28:36.3869"
"u16661_0_1","u16661","query","Acer tablets","2020-02-19 10:17:46.7421"
"u16661_0_2","u16661","query","Acer iconia","2020-02-19 10:35:19.9047"
"u16662_0_1","u16662","query","Breathalyzer","2019-07-04 05:05:35.0563"
"u16665_0_1","u16665","query","Stereo","2020-05-01 21:53:45.6256"
"u16667_0_1","u16667","query","terk","2020-04-10 06:30:38.9304"
"u16668_0_1","u16668","query","usb flash","2020-05-07 15:55:06.8441"
"u16669_0_1","u16669","query","green street hooligans","2019-09-18 21:38:54.6110"
"u16670_0_1","u16670","query","Chris Brown","2020-04-28 15:04:57.3179"
"u16671_0_1","u16671","query","iPad 2","2019-09-14 14:09:27.0865"
"u16672_0_1","u16672","query","lcd tv","2019-12-14 18:31:14.0224"
"u16673_0_1","u16673","query","bone thugs","2020-04-10 12:35:43.8126"
"u16675_0_1","u16675","query","Beats by dre","2019-08-25 14:26:36.4422"
"u16676_0_1","u16676","query","HDTV DVD combo","2019-10-27 00:22:51.5560"
"u16677_0_1","u16677","query","linksys e2500","2019-06-30 02:37:31.3240"
"u16677_1_2","u16677","query","blackberry playbook","2020-05-17 04:00:27.1251"
"u16678_0_1","u16678","query","Air","2019-11-20 19:54:51.6332"
"u16679_0_1","u16679","query","audio cable","2019-09-23 13:39:34.3712"
"u16680_0_1","u16680","query","Zelda","2020-04-03 22:17:36.8220"
"u16681_0_1","u16681","query","plasma","2020-05-07 08:56:19.4644"
"u16682_0_1","u16682","query","Fable 3","2019-08-10 13:27:32.2925"
"u16684_0_1","u16684","query","xbox","2020-04-10 09:51:13.7886"
"u16685_0_1","u16685","query","friends","2020-05-17 01:26:31.6991"
